airconditioningtypeid,basementsqft,bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedbathnbr,calculatedfinishedsquarefeet,finishedsquarefeet12,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,propertycountylandusecode,propertylandusetypeid,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,threequarterbathnbr,unitcnt,yearbuilt,numberofstories,assessmentyear,taxdelinquencyflag,censustractandblock,taxvaluedollarcnt
0.0,0.0,2.0,3.0,6.0,2.0,1690.0,1690.0,0.0,2.0,0.0,0.0,0,2.0,34211880.0,-118164669.0,6869.0,0.0,0,261.0,30187.0,3101.0,27080.0,96265.0,0.0,0.0,1.0,1952.0,1.0,2016.0,0,60374603014013.0,594509.0
0.0,0.0,3.0,3.0,7.0,3.0,2149.0,2149.0,0.0,3.0,0.0,0.0,0,2.0,34071947.0,-118489939.0,10108.0,0.0,0,261.0,12447.0,3101.0,113910.0,96030.0,0.0,0.0,1.0,1960.0,1.0,2016.0,0,60372623033001.0,187140.0
0.0,0.0,1.0,3.0,5.0,1.0,1363.0,1363.0,0.0,1.0,0.0,0.0,0,2.0,33998042.0,-118297435.0,5719.0,0.0,0,261.0,12447.0,3101.0,118208.0,96018.0,0.0,0.0,1.0,1908.0,1.0,2016.0,0,60372323003004.0,275867.0
1.0,0.0,3.0,3.0,8.0,3.0,1210.0,1210.0,0.0,3.0,0.0,0.0,0,2.0,33912989.0,-118076630.0,13472.0,0.0,8,266.0,53636.0,3101.0,27080.0,96193.0,0.0,0.0,1.0,2005.0,1.0,2016.0,0,60375522002012.0,239314.0
0.0,0.0,5.0,5.0,9.0,5.0,3631.0,3631.0,0.0,5.0,0.0,0.0,0,7.0,33947163.0,-117943798.0,41046.0,1.0,1,261.0,18875.0,3101.0,27080.0,96186.0,0.0,0.0,1.0,1935.0,1.0,2016.0,0,60375001001021.0,263613.0
0.0,0.0,2.5,3.0,8.0,2.5,1538.0,1538.0,0.0,2.0,2.0,0.0,0,2.0,33591529.0,-117647745.0,7260.0,0.0,42,266.0,12773.0,1286.0,27080.0,96996.0,0.0,1.0,1.0,1994.0,1.0,2016.0,0,60590320383009.0,549250.0
0.0,0.0,1.0,2.0,4.0,1.0,941.0,941.0,0.0,1.0,0.0,0.0,0,7.0,33942041.0,-118218956.0,4192.0,0.0,0,261.0,47762.0,3101.0,27080.0,96125.0,0.0,0.0,1.0,1941.0,1.0,2016.0,0,60375356071015.0,327000.0
0.0,0.0,1.0,3.0,4.0,1.0,1028.0,1028.0,0.0,1.0,0.0,0.0,0,7.0,34210687.0,-118379553.0,6750.0,1.0,1,261.0,12447.0,3101.0,41131.0,96450.0,0.0,0.0,1.0,1944.0,1.0,2016.0,0,60371219001001.0,310398.0
1.0,0.0,8.0,5.0,8.0,8.0,7277.0,7277.0,0.0,8.0,0.0,0.0,0,2.0,34060091.0,-118503874.0,25142.0,1.0,18,261.0,12447.0,3101.0,19810.0,96120.0,0.0,0.0,1.0,2006.0,1.0,2016.0,0,60372624001011.0,4033266.0
0.0,0.0,2.0,3.0,4.0,2.0,1879.0,1879.0,0.0,2.0,0.0,0.0,0,7.0,33953717.0,-117981087.0,74664.0,1.0,4,261.0,18875.0,3101.0,27080.0,96186.0,0.0,0.0,1.0,1936.0,1.0,2016.0,0,60375002012012.0,590641.0
1.0,0.0,2.0,3.0,6.0,2.0,1244.0,1244.0,0.0,2.0,0.0,0.0,0,2.0,33954858.0,-118020235.0,5530.0,0.0,0,261.0,14634.0,3101.0,27080.0,96173.0,0.0,0.0,1.0,1950.0,1.0,2016.0,0,60375019001010.0,436000.0
0.0,0.0,1.0,3.0,4.0,1.0,1264.0,1264.0,0.0,1.0,0.0,0.0,0,2.0,33962921.0,-118040917.0,6762.0,0.0,0,261.0,14634.0,3101.0,27080.0,96170.0,0.0,0.0,1.0,1926.0,1.0,2016.0,0,60375020032012.0,48215.0
0.0,0.0,2.5,4.0,8.0,2.5,2311.0,2311.0,0.0,2.0,2.0,528.0,0,2.0,33637651.0,-117873080.0,10920.0,0.0,41,261.0,53571.0,1286.0,27080.0,96978.0,8.0,1.0,1.0,1965.0,1.0,2016.0,0,60590630074007.0,137885.0
0.0,0.0,2.0,3.0,8.0,2.0,1272.0,1272.0,0.0,2.0,0.0,0.0,0,2.0,34111444.0,-118065071.0,6383.0,0.0,0,261.0,14111.0,3101.0,27080.0,96517.0,0.0,0.0,1.0,1963.0,1.0,2016.0,0,60374319003001.0,556522.0
0.0,0.0,2.0,2.0,6.0,2.0,902.0,902.0,0.0,2.0,0.0,0.0,0,7.0,33974655.0,-118099754.0,5196.0,0.0,0,261.0,26483.0,3101.0,27080.0,96197.0,0.0,0.0,1.0,1950.0,1.0,2016.0,0,60375024013000.0,294263.0
0.0,0.0,2.0,3.0,8.0,2.0,1238.0,1238.0,0.0,2.0,2.0,430.0,0,2.0,33683091.0,-117911231.0,8722.0,0.0,41,261.0,38032.0,1286.0,27080.0,96958.0,5.0,0.0,1.0,1958.0,1.0,2016.0,0,60590639021019.0,60737.0
0.0,0.0,3.0,4.0,8.0,3.0,1794.0,1794.0,0.0,3.0,0.0,0.0,0,2.0,33948112.0,-117971435.0,9409.0,1.0,1,261.0,14634.0,3101.0,27080.0,96171.0,0.0,0.0,1.0,1956.0,1.0,2016.0,0,60375002012007.0,362764.0
0.0,0.0,1.0,3.0,4.0,1.0,1214.0,1214.0,0.0,1.0,0.0,0.0,0,7.0,34213030.0,-118516021.0,6107.0,0.0,0,261.0,12447.0,3101.0,32368.0,96355.0,0.0,0.0,1.0,1951.0,1.0,2016.0,0,60371312002002.0,415200.0
1.0,0.0,3.0,5.0,7.0,3.0,2418.0,2418.0,0.0,3.0,0.0,0.0,0,2.0,34213871.0,-118328240.0,6715.0,1.0,1,261.0,396054.0,3101.0,27080.0,96436.0,0.0,0.0,1.0,1970.0,1.0,2016.0,0,60373101002001.0,664744.0
0.0,0.0,2.0,3.0,6.0,2.0,1524.0,1524.0,0.0,2.0,0.0,0.0,0,7.0,33950227.0,-118043280.0,5987.0,0.0,0,261.0,118225.0,3101.0,27080.0,96173.0,0.0,0.0,1.0,1951.0,1.0,2016.0,0,60375029013004.0,452000.0
1.0,0.0,2.0,2.0,6.0,2.0,1652.0,1652.0,0.0,2.0,0.0,0.0,0,2.0,34254349.0,-118302376.0,4597.0,0.0,0,261.0,12447.0,3101.0,27484.0,96282.0,0.0,0.0,1.0,1949.0,1.0,2016.0,0,60371034002001.0,309523.0
1.0,0.0,1.0,3.0,6.0,1.0,1107.0,1107.0,0.0,1.0,0.0,0.0,0,2.0,34204011.0,-118332197.0,6599.0,0.0,0,261.0,396054.0,3101.0,27080.0,96436.0,0.0,0.0,1.0,1947.0,1.0,2016.0,0,60373104002002.0,470600.0
1.0,0.0,2.0,3.0,8.0,2.0,2406.0,2406.0,0.0,2.0,0.0,0.0,0,2.0,34205974.0,-118193476.0,12811.0,0.0,0,261.0,46080.0,3101.0,27080.0,96271.0,0.0,0.0,1.0,1945.0,1.0,2016.0,0,60374605021002.0,181138.0
1.0,0.0,4.0,4.0,9.0,4.0,3502.0,3502.0,0.0,4.0,0.0,0.0,0,2.0,34075992.0,-118551730.0,5812.0,0.0,0,261.0,12447.0,3101.0,19810.0,96120.0,0.0,0.0,1.0,1994.0,1.0,2016.0,0,60372626011006.0,886812.0
0.0,0.0,1.0,2.0,8.0,1.0,866.0,866.0,0.0,1.0,1.0,0.0,0,24.0,33510985.0,-117667645.0,7260.0,0.0,42,266.0,33840.0,1286.0,27080.0,96985.0,5.0,0.0,1.0,1971.0,1.0,2016.0,0,60590423123008.0,223355.0
0.0,0.0,1.0,3.0,4.0,1.0,1023.0,1023.0,0.0,1.0,0.0,0.0,0,7.0,34009217.0,-118071672.0,5625.0,0.0,0,261.0,26483.0,3101.0,27080.0,96197.0,0.0,0.0,1.0,1951.0,1.0,2016.0,0,60375004041009.0,203370.0
0.0,0.0,2.0,4.0,6.0,2.0,1611.0,1611.0,0.0,2.0,0.0,0.0,0,7.0,34002868.0,-118452967.0,7960.0,0.0,0,261.0,12447.0,3101.0,21056.0,96127.0,0.0,0.0,1.0,1952.0,1.0,2016.0,0,60372731002003.0,629802.0
0.0,0.0,2.0,2.0,7.0,2.0,640.0,640.0,0.0,2.0,0.0,0.0,0,7.0,34000864.0,-118447926.0,2490.0,0.0,0,261.0,12447.0,3101.0,116415.0,96047.0,0.0,0.0,1.0,1949.0,1.0,2016.0,0,60372721004006.0,769598.0
0.0,0.0,2.0,4.0,6.0,2.0,1414.0,1414.0,0.0,2.0,0.0,0.0,0,2.0,34034830.0,-118004500.0,7720.0,0.0,0,261.0,113576.0,3101.0,27080.0,96169.0,0.0,0.0,1.0,1962.0,1.0,2016.0,0,60374083031015.0,63534.0
13.0,0.0,3.0,3.0,8.0,3.0,2887.0,2887.0,2.0,3.0,2.0,480.0,1,2.0,33771265.0,-117880692.0,12750.0,1.0,41,261.0,47568.0,1286.0,268157.0,97006.0,10.0,0.0,2.0,1956.0,2.0,2016.0,0,60590753012000.0,668278.0
0.0,0.0,2.0,4.0,6.0,2.0,1560.0,1560.0,0.0,2.0,0.0,0.0,0,2.0,34018315.0,-117981353.0,6126.0,1.0,1,261.0,45602.0,3101.0,27080.0,96489.0,0.0,0.0,1.0,1956.0,1.0,2016.0,0,60374084012010.0,468000.0
0.0,0.0,1.0,2.0,4.0,1.0,1045.0,1045.0,0.0,1.0,0.0,0.0,0,7.0,34081034.0,-118168299.0,9278.0,0.0,0,261.0,12447.0,3101.0,114914.0,96013.0,0.0,0.0,1.0,1938.0,1.0,2016.0,0,60372016021009.0,30186.0
0.0,0.0,2.0,2.0,6.0,2.0,1803.0,1803.0,0.0,2.0,0.0,0.0,0,7.0,34116822.0,-118084785.0,9427.0,0.0,0,261.0,33837.0,3101.0,27080.0,96514.0,0.0,0.0,1.0,1948.0,1.0,2016.0,0,60374800022010.0,814300.0
1.0,0.0,2.0,2.0,6.0,2.0,1614.0,1614.0,0.0,2.0,0.0,0.0,0,2.0,34106338.0,-118044945.0,10319.0,1.0,4,261.0,50749.0,3101.0,27080.0,96268.0,0.0,0.0,1.0,1946.0,1.0,2016.0,0,60374316002008.0,376079.0
0.0,0.0,1.0,3.0,8.0,1.0,1034.0,1034.0,0.0,1.0,2.0,504.0,0,2.0,33654076.0,-117933529.0,7359.0,0.0,41,261.0,38032.0,1286.0,27080.0,96959.0,6.0,0.0,1.0,1954.0,1.0,2016.0,0,60590638034008.0,223563.0
1.0,0.0,3.0,4.0,8.0,3.0,1700.0,1700.0,0.0,3.0,0.0,0.0,0,2.0,34411152.0,-118476780.0,820450.0,1.0,8,266.0,54311.0,3101.0,37739.0,96374.0,0.0,0.0,1.0,1987.0,1.0,2016.0,0,60379200302009.0,400000.0
1.0,0.0,3.0,4.0,8.0,3.0,2705.0,2705.0,0.0,3.0,0.0,0.0,0,2.0,34310758.0,-118503860.0,13872.0,1.0,1,261.0,12447.0,3101.0,31817.0,96370.0,0.0,0.0,1.0,1978.0,1.0,2016.0,0,60371066031021.0,293844.0
0.0,0.0,2.0,2.0,8.0,2.0,873.0,873.0,0.0,2.0,1.0,0.0,0,2.0,33467200.0,-117712000.0,7260.0,0.0,42,266.0,17686.0,1286.0,27080.0,96961.0,0.0,0.0,1.0,1982.0,1.0,2016.0,0,60590423233017.0,405690.0
0.0,0.0,3.0,4.0,8.0,3.0,2488.0,2488.0,0.0,3.0,2.0,572.0,0,2.0,33546123.0,-117698365.0,5500.0,0.0,41,261.0,25459.0,1286.0,27080.0,96987.0,0.0,0.0,1.0,1989.0,1.0,2016.0,0,60590423361003.0,586845.0
0.0,0.0,2.0,2.0,8.0,2.0,1454.0,1454.0,0.0,2.0,2.0,400.0,0,2.0,33854826.0,-118007836.0,7000.0,0.0,41,261.0,10608.0,1286.0,27080.0,96180.0,7.0,0.0,3.0,1955.0,3.0,2016.0,0,60591103021005.0,53765.0
0.0,0.0,3.0,2.0,8.0,3.0,1168.0,1168.0,0.0,3.0,0.0,0.0,0,2.0,34073100.0,-117968000.0,1610.0,0.0,9,269.0,10241.0,3101.0,27080.0,96465.0,0.0,0.0,1.0,1985.0,1.0,2016.0,0,60374048021000.0,225172.0
0.0,0.0,2.5,4.0,8.0,2.5,2355.0,2355.0,0.0,2.0,3.0,728.0,0,2.0,33716819.0,-117930754.0,7201.0,0.0,41,261.0,8384.0,1286.0,27080.0,97008.0,8.0,1.0,2.0,1972.0,2.0,2016.0,0,60590992262021.0,740000.0
1.0,0.0,3.0,2.0,8.0,3.0,1650.0,1650.0,0.0,3.0,0.0,0.0,0,2.0,34255700.0,-118592000.0,99886.0,1.0,8,266.0,12447.0,3101.0,37835.0,96346.0,0.0,0.0,1.0,1980.0,1.0,2016.0,0,60371133212000.0,264196.0
1.0,0.0,3.0,2.0,7.0,3.0,1408.0,1408.0,0.0,3.0,0.0,0.0,0,2.0,34146700.0,-118394000.0,13971.0,0.0,8,266.0,12447.0,3101.0,47880.0,96449.0,0.0,0.0,1.0,2002.0,1.0,2016.0,0,60371436023013.0,512623.0
1.0,0.0,3.0,2.0,6.0,3.0,1200.0,1200.0,0.0,3.0,0.0,0.0,0,2.0,33791200.0,-118189000.0,7260.0,0.0,8,266.0,46298.0,3101.0,275067.0,96240.0,0.0,0.0,1.0,2007.0,1.0,2016.0,1,60375732022007.0,212366.0
0.0,0.0,3.0,4.0,7.0,3.0,1952.0,1952.0,0.0,3.0,0.0,0.0,0,2.0,33876878.0,-118358786.0,8709.0,0.0,8,266.0,46178.0,3101.0,27080.0,96111.0,0.0,0.0,1.0,2004.0,1.0,2016.0,0,60376040023000.0,540000.0
1.0,0.0,2.0,3.0,6.0,2.0,1525.0,1525.0,0.0,2.0,0.0,0.0,0,2.0,34156385.0,-118362469.0,6298.0,0.0,0,261.0,12447.0,3101.0,27431.0,96447.0,0.0,0.0,1.0,1940.0,1.0,2016.0,0,60371255022005.0,700600.0
0.0,0.0,2.0,3.0,8.0,2.0,1480.0,1480.0,0.0,2.0,2.0,454.0,0,2.0,33690895.0,-117782083.0,6496.0,1.0,41,261.0,52650.0,1286.0,273611.0,96941.0,7.0,0.0,1.0,1972.0,1.0,2016.0,0,60590525062001.0,740406.0
0.0,0.0,2.0,5.0,8.0,2.0,1469.0,1469.0,0.0,2.0,2.0,400.0,0,2.0,33794344.0,-117976151.0,7205.0,0.0,41,261.0,24832.0,1286.0,27080.0,97048.0,9.0,0.0,1.0,1955.0,1.0,2016.0,0,60590880012000.0,413371.0
0.0,0.0,2.0,4.0,4.0,2.0,1426.0,1426.0,0.0,2.0,0.0,0.0,0,7.0,33996877.0,-118249321.0,4755.0,0.0,0,261.0,12447.0,3101.0,268496.0,95992.0,0.0,0.0,1.0,1908.0,1.0,2016.0,0,60372287203002.0,264059.0
1.0,0.0,3.0,4.0,8.0,3.0,2790.0,2790.0,0.0,3.0,0.0,0.0,0,2.0,34550867.0,-118076026.0,8143.0,0.0,0,261.0,40227.0,3101.0,27080.0,97328.0,0.0,0.0,1.0,2005.0,1.0,2016.0,0,60379107162004.0,274000.0
0.0,0.0,1.0,1.0,8.0,1.0,780.0,780.0,1.0,1.0,1.0,0.0,0,2.0,34184600.0,-118767000.0,7260.0,0.0,40,266.0,13091.0,2061.0,27080.0,97099.0,3.0,0.0,1.0,1990.0,1.0,2016.0,0,61110074053019.0,265000.0
1.0,0.0,3.0,4.0,7.0,3.0,2759.0,2759.0,0.0,3.0,0.0,0.0,0,2.0,34651462.0,-118245552.0,7410.0,0.0,0,261.0,5534.0,3101.0,27080.0,97319.0,0.0,0.0,1.0,2000.0,1.0,2016.0,0,60379012053000.0,269326.0
1.0,0.0,3.0,3.0,8.0,3.0,1660.0,1660.0,0.0,3.0,0.0,0.0,0,2.0,33927618.0,-118141689.0,42955.0,1.0,8,266.0,4406.0,3101.0,27080.0,96102.0,0.0,0.0,1.0,1980.0,1.0,2016.0,0,60375512012005.0,412000.0
0.0,0.0,2.0,4.0,8.0,2.0,1899.0,1899.0,1.0,2.0,2.0,0.0,0,2.0,34219993.0,-119046193.0,2178.0,0.0,39,265.0,51239.0,2061.0,27080.0,97089.0,7.0,0.0,2.0,1977.0,2.0,2016.0,0,61110055021017.0,341724.0
1.0,0.0,3.0,2.0,8.0,3.0,1838.0,1838.0,0.0,3.0,0.0,0.0,0,2.0,34130000.0,-118048000.0,67515.0,1.0,8,266.0,50749.0,3101.0,27080.0,96268.0,0.0,0.0,1.0,1974.0,1.0,2016.0,0,60374307212004.0,595430.0
1.0,0.0,6.0,5.0,9.0,6.0,4909.0,4909.0,0.0,6.0,0.0,0.0,0,2.0,34200237.0,-118205690.0,33766.0,1.0,1,261.0,46080.0,3101.0,27080.0,96271.0,0.0,0.0,1.0,1953.0,1.0,2016.0,0,60374607005019.0,1507433.0
0.0,0.0,2.0,3.0,8.0,2.0,1675.0,1675.0,0.0,2.0,0.0,0.0,0,2.0,34236834.0,-118267132.0,7451.0,0.0,0,261.0,12447.0,3101.0,27328.0,96330.0,0.0,0.0,1.0,1959.0,1.0,2016.0,0,60371013002006.0,267156.0
0.0,0.0,2.0,2.0,8.0,2.0,1456.0,1456.0,0.0,2.0,0.0,0.0,0,2.0,33982084.0,-118435828.0,66564.0,1.0,8,266.0,12447.0,3101.0,403184.0,96128.0,0.0,0.0,1.0,1966.0,1.0,2016.0,0,60372753022013.0,111790.0
0.0,0.0,2.0,4.0,4.0,2.0,1590.0,1590.0,0.0,2.0,0.0,0.0,0,7.0,34074432.0,-117983953.0,8052.0,0.0,0,261.0,10241.0,3101.0,27080.0,96465.0,0.0,0.0,1.0,1939.0,1.0,2016.0,1,60374047021000.0,66489.0
0.0,0.0,1.0,3.0,6.0,1.0,1066.0,1066.0,0.0,1.0,0.0,0.0,0,7.0,33893605.0,-118335107.0,5916.0,0.0,0,261.0,113412.0,3101.0,27080.0,96111.0,0.0,0.0,1.0,1953.0,1.0,2016.0,0,60376037023005.0,521000.0
1.0,0.0,3.0,3.0,7.0,3.0,2196.0,2196.0,0.0,3.0,0.0,0.0,0,2.0,34646455.0,-118240528.0,11558.0,0.0,0,261.0,5534.0,3101.0,27080.0,97319.0,0.0,0.0,1.0,1992.0,1.0,2016.0,0,60379012052019.0,158811.0
0.0,0.0,2.0,2.0,6.0,2.0,1246.0,1246.0,0.0,2.0,0.0,0.0,0,2.0,34217771.0,-118504033.0,5759.0,0.0,0,261.0,12447.0,3101.0,32368.0,96415.0,0.0,0.0,1.0,1952.0,1.0,2016.0,0,60371311001009.0,451000.0
1.0,0.0,2.0,3.0,9.0,2.0,1520.0,1520.0,0.0,2.0,0.0,0.0,0,2.0,34057400.0,-118322000.0,19963.0,0.0,8,266.0,12447.0,3101.0,274514.0,95986.0,0.0,0.0,1.0,2006.0,1.0,2016.0,0,60372127022004.0,624000.0
0.0,0.0,2.5,3.0,8.0,2.5,2354.0,2354.0,2.0,2.0,2.0,0.0,0,2.0,34180944.0,-118890008.0,7260.0,0.0,40,266.0,34278.0,2061.0,46736.0,96351.0,7.0,1.0,2.0,1982.0,2.0,2016.0,0,61110059113002.0,534334.0
1.0,0.0,3.0,4.0,8.0,3.0,2088.0,2088.0,0.0,3.0,0.0,0.0,0,2.0,34209860.0,-118186112.0,9388.0,0.0,0,261.0,46080.0,3101.0,27080.0,96271.0,0.0,0.0,1.0,1952.0,1.0,2016.0,0,60374605013005.0,1167537.0
0.0,0.0,1.0,3.0,4.0,1.0,1073.0,1073.0,0.0,1.0,0.0,0.0,0,7.0,33873496.0,-118344902.0,5641.0,0.0,0,261.0,54722.0,3101.0,274750.0,96162.0,0.0,0.0,1.0,1952.0,1.0,2016.0,0,60376503001006.0,466749.0
1.0,0.0,2.0,3.0,8.0,2.0,1103.0,1103.0,0.0,2.0,0.0,0.0,0,2.0,34176400.0,-118539000.0,218403.0,1.0,10,266.0,12447.0,3101.0,47950.0,96379.0,0.0,0.0,1.0,1970.0,1.0,2016.0,0,60371393022000.0,263964.0
0.0,0.0,2.5,2.0,8.0,2.5,1986.0,1986.0,0.0,2.0,2.0,0.0,0,2.0,33678982.0,-117795373.0,7260.0,0.0,42,266.0,52650.0,1286.0,276119.0,96941.0,0.0,1.0,1.0,1985.0,1.0,2016.0,0,60590525134012.0,476747.0
1.0,0.0,3.0,2.0,7.0,3.0,1770.0,1770.0,0.0,3.0,0.0,0.0,0,2.0,34180900.0,-118307000.0,30483.0,1.0,8,266.0,396054.0,3101.0,27080.0,96434.0,0.0,0.0,1.0,2005.0,1.0,2016.0,0,60373107022007.0,599168.0
0.0,0.0,2.0,3.0,8.0,2.0,1348.0,1348.0,1.0,2.0,2.0,462.0,0,2.0,33723951.0,-117818991.0,5135.0,0.0,41,261.0,27491.0,1286.0,27080.0,97016.0,6.0,0.0,1.0,1967.0,1.0,2016.0,0,60590525022003.0,601000.0
0.0,0.0,2.0,3.0,4.0,2.0,1316.0,1316.0,0.0,2.0,0.0,0.0,0,7.0,34076480.0,-118252007.0,7191.0,0.0,0,261.0,12447.0,3101.0,268134.0,96007.0,0.0,0.0,1.0,1921.0,1.0,2016.0,0,60371973002001.0,283732.0
0.0,0.0,1.0,2.0,8.0,1.0,802.0,802.0,0.0,1.0,2.0,0.0,0,2.0,34180121.0,-118908876.0,3049.0,0.0,40,266.0,34278.0,2061.0,46736.0,96351.0,4.0,0.0,2.0,1972.0,2.0,2016.0,0,61110059091006.0,258138.0
0.0,0.0,3.0,3.0,8.0,3.0,1544.0,1544.0,0.0,3.0,2.0,0.0,0,2.0,33658311.0,-117914734.0,7260.0,0.0,42,266.0,38032.0,1286.0,27080.0,96959.0,0.0,0.0,1.0,1980.0,1.0,2016.0,0,60590639052000.0,507625.0
0.0,0.0,2.5,3.0,8.0,2.5,2430.0,2430.0,1.0,2.0,2.0,0.0,0,2.0,34187700.0,-119228833.0,3496.0,0.0,40,266.0,13150.0,2061.0,27080.0,97106.0,7.0,1.0,2.0,2003.0,2.0,2016.0,0,61110036093024.0,590000.0
1.0,0.0,3.0,5.0,8.0,3.0,2844.0,2844.0,0.0,3.0,0.0,0.0,0,2.0,34652607.0,-118248234.0,7663.0,1.0,1,261.0,5534.0,3101.0,27080.0,97319.0,0.0,0.0,1.0,1994.0,1.0,2016.0,0,60379012053009.0,196158.0
1.0,0.0,2.0,3.0,8.0,2.0,1977.0,1977.0,0.0,2.0,0.0,0.0,0,2.0,34142619.0,-118057614.0,12816.0,1.0,1,261.0,50749.0,3101.0,27080.0,96268.0,0.0,0.0,1.0,1948.0,1.0,2016.0,0,60374307014013.0,664729.0
0.0,0.0,1.0,2.0,6.0,1.0,982.0,982.0,0.0,1.0,0.0,0.0,0,7.0,34019600.0,-118360000.0,529449.0,0.0,12,261.0,12447.0,3101.0,268097.0,95997.0,0.0,0.0,1.0,1942.0,1.0,2016.0,0,60372360001001.0,103000.0
1.0,0.0,3.0,4.0,8.0,3.0,1839.0,1839.0,0.0,3.0,0.0,0.0,0,2.0,34161856.0,-118458512.0,6785.0,0.0,0,261.0,12447.0,3101.0,27080.0,96412.0,0.0,0.0,1.0,1940.0,1.0,2016.0,0,60371289101006.0,748967.0
0.0,0.0,2.0,4.0,6.0,2.0,2034.0,2034.0,0.0,2.0,0.0,0.0,0,7.0,34000863.0,-118397419.0,5445.0,0.0,0,261.0,51617.0,3101.0,27080.0,96095.0,0.0,0.0,1.0,1950.0,1.0,2016.0,0,60377026006006.0,117799.0
1.0,0.0,3.0,3.0,7.0,3.0,1605.0,1605.0,0.0,3.0,0.0,0.0,0,2.0,33766697.0,-118120965.0,105232.0,0.0,8,266.0,46298.0,3101.0,343505.0,96237.0,0.0,0.0,1.0,1982.0,1.0,2016.0,0,60375776032012.0,926844.0
0.0,0.0,1.0,2.0,6.0,1.0,1272.0,1272.0,0.0,1.0,0.0,0.0,0,2.0,33799510.0,-118200719.0,6356.0,0.0,0,261.0,46298.0,3101.0,276157.0,96240.0,0.0,0.0,1.0,1936.0,1.0,2016.0,0,60375731002012.0,198264.0
0.0,0.0,2.5,2.0,8.0,2.5,1016.0,1016.0,0.0,2.0,1.0,0.0,0,2.0,33699586.0,-117770936.0,7260.0,0.0,42,266.0,52650.0,1286.0,276486.0,96954.0,0.0,1.0,1.0,1986.0,1.0,2016.0,0,60590524181011.0,394725.0
1.0,0.0,2.0,4.0,8.0,2.0,2530.0,2530.0,0.0,2.0,0.0,0.0,0,2.0,33757338.0,-118120524.0,3517.0,0.0,0,261.0,46298.0,3101.0,116828.0,96237.0,0.0,0.0,1.0,1960.0,1.0,2016.0,0,60375775011021.0,1100000.0
0.0,0.0,1.0,3.0,4.0,1.0,1094.0,1094.0,0.0,1.0,0.0,0.0,0,7.0,33805822.0,-118203085.0,3301.0,0.0,0,261.0,46298.0,3101.0,276157.0,96240.0,0.0,0.0,1.0,1963.0,1.0,2016.0,0,60375722022010.0,349959.0
0.0,0.0,2.5,3.0,8.0,2.5,1628.0,1628.0,0.0,2.0,2.0,0.0,0,2.0,33572382.0,-117722105.0,2947.0,0.0,42,266.0,37086.0,1286.0,27080.0,96974.0,0.0,1.0,1.0,1990.0,1.0,2016.0,0,60590626372002.0,434040.0
0.0,0.0,2.0,2.0,8.0,2.0,1131.0,1131.0,0.0,2.0,1.0,0.0,0,2.0,33714200.0,-118047000.0,7260.0,0.0,42,266.0,25218.0,1286.0,27080.0,96967.0,0.0,0.0,1.0,1981.0,1.0,2016.0,0,60590994172002.0,418790.0
1.0,0.0,3.0,3.0,7.0,3.0,2088.0,2088.0,0.0,3.0,0.0,0.0,0,2.0,34171799.0,-118039219.0,26004.0,0.0,0,261.0,47695.0,3101.0,27080.0,96278.0,0.0,0.0,1.0,1975.0,1.0,2016.0,0,60374305014000.0,279307.0
0.0,0.0,2.0,4.0,5.0,2.0,1474.0,1474.0,0.0,2.0,0.0,0.0,0,7.0,34171530.0,-118041163.0,4649.0,0.0,0,261.0,47695.0,3101.0,27080.0,96278.0,0.0,0.0,1.0,1937.0,1.0,2016.0,0,60374305013013.0,38048.0
0.0,0.0,1.0,2.0,8.0,1.0,730.0,730.0,0.0,1.0,1.0,200.0,0,2.0,33737920.0,-117881823.0,7922.0,0.0,41,261.0,47568.0,1286.0,268403.0,97003.0,4.0,0.0,1.0,1952.0,1.0,2016.0,0,60590749023004.0,144133.0
0.0,0.0,1.0,4.0,4.0,1.0,1540.0,1540.0,0.0,1.0,0.0,0.0,0,7.0,33991479.0,-118429790.0,5524.0,0.0,0,261.0,12447.0,3101.0,403184.0,96047.0,0.0,0.0,1.0,1954.0,1.0,2016.0,0,60377028033006.0,95883.0
0.0,0.0,2.0,2.0,8.0,2.0,1224.0,1224.0,0.0,2.0,2.0,467.0,0,6.0,33662286.0,-117802282.0,3164.0,0.0,41,261.0,52650.0,1286.0,275824.0,96947.0,5.0,0.0,1.0,1974.0,1.0,2016.0,0,60590626122003.0,550000.0
0.0,0.0,2.0,2.0,8.0,2.0,1584.0,1584.0,0.0,2.0,0.0,0.0,0,2.0,34116903.0,-118579750.0,11570.0,0.0,0,261.0,56780.0,3101.0,27080.0,96126.0,0.0,0.0,1.0,1979.0,1.0,2016.0,0,60378001022014.0,716200.0
1.0,0.0,2.0,3.0,6.0,2.0,1624.0,1624.0,0.0,2.0,0.0,0.0,0,2.0,34431678.0,-118427057.0,16825.0,0.0,0,261.0,54311.0,3101.0,37739.0,96401.0,0.0,0.0,1.0,1984.0,1.0,2016.0,0,60379200401009.0,532500.0
